carrington_rotation,longitude_index,carrington_longitude_degree,latitude_index,sine_latitude,latitude_degree,field_microtesla
2149,9,50,29,0.96666666666666667,75.164888418024262,-8.4990000000000006
2149,10,55,0,-0.96666666666666667,-75.164888418024262,-3.133
2149,10,55,1,-0.90000000000000002,-64.158067236832878,17.189
2149,10,55,2,-0.83333333333333337,-56.442690238079287,24.629000000000001
2149,10,55,3,-0.76666666666666672,-50.055494810185124,-34.725999999999999
2149,10,55,4,-0.69999999999999996,-44.427004000805702,-205.55699999999999
2149,10,55,5,-0.6333333333333333,-39.296480239187503,-329.99200000000002
2149,10,55,6,-0.56666666666666665,-34.518107841061259,-317.66199999999998
2149,10,55,7,-0.5,-29.999999999999996,-227.072
2149,10,55,8,-0.43333333333333335,-25.679288619456855,-99.438999999999993
2149,10,55,9,-0.36666666666666664,-21.510188266887482,254.047
2149,10,55,10,-0.29999999999999999,-17.457603123722091,706.38999999999999
2149,10,55,11,-0.23333333333333334,-13.49339882155169,788.904
2149,10,55,12,-0.16666666666666666,-9.5940682268604611,510.86500000000001
2149,10,55,13,-0.10000000000000001,-5.7391704772667866,142.50200000000001
2149,10,55,14,-0.033333333333333333,-1.9102131717099304,44.561
2149,10,55,15,0.033333333333333333,1.9102131717099304,65.179000000000002
2149,10,55,16,0.10000000000000001,5.7391704772667866,65.001999999999995
2149,10,55,17,0.16666666666666666,9.5940682268604611,17.844999999999999
2149,10,55,18,0.23333333333333334,13.49339882155169,-43.613999999999997
2149,10,55,19,0.29999999999999999,17.457603123722091,-83.319999999999993
2149,10,55,20,0.36666666666666664,21.510188266887482,-113.76900000000001
2149,10,55,21,0.43333333333333335,25.679288619456855,-159.691
2149,10,55,22,0.5,29.999999999999996,-164.167
2149,10,55,23,0.56666666666666665,34.518107841061259,-113.821
2149,10,55,24,0.6333333333333333,39.296480239187503,-19.666
2149,10,55,25,0.69999999999999996,44.427004000805702,32.362000000000002
2149,10,55,26,0.76666666666666672,50.055494810185124,34.479999999999997
2149,10,55,27,0.83333333333333337,56.442690238079287,14.699
2149,10,55,28,0.90000000000000002,64.158067236832878,-0.49399999999999999
2149,10,55,29,0.96666666666666667,75.164888418024262,-13.318
2149,11,60,0,-0.96666666666666667,-75.164888418024262,-28.579000000000001
2149,11,60,1,-0.90000000000000002,-64.158067236832878,-14.673999999999999
2149,11,60,2,-0.83333333333333337,-56.442690238079287,15.734
2149,11,60,3,-0.76666666666666672,-50.055494810185124,-17.992000000000001
2149,11,60,4,-0.69999999999999996,-44.427004000805702,-167.708
2149,11,60,5,-0.6333333333333333,-39.296480239187503,-285.36500000000001
2149,11,60,6,-0.56666666666666665,-34.518107841061259,-362.40100000000001
2149,11,60,7,-0.5,-29.999999999999996,-512.65200000000004
2149,11,60,8,-0.43333333333333335,-25.679288619456855,-504.48500000000001
2149,11,60,9,-0.36666666666666664,-21.510188266887482,-168.089
2149,11,60,10,-0.29999999999999999,-17.457603123722091,332.5
2149,11,60,11,-0.23333333333333334,-13.49339882155169,450.29700000000003
2149,11,60,12,-0.16666666666666666,-9.5940682268604611,299.44299999999998
2149,11,60,13,-0.10000000000000001,-5.7391704772667866,140.03800000000001
2149,11,60,14,-0.033333333333333333,-1.9102131717099304,69.858999999999995
2149,11,60,15,0.033333333333333333,1.9102131717099304,17.736999999999998
2149,11,60,16,0.10000000000000001,5.7391704772667866,-29.155000000000001
2149,11,60,17,0.16666666666666666,9.5940682268604611,-126.878
2149,11,60,18,0.23333333333333334,13.49339882155169,-306.39999999999998
2149,11,60,19,0.29999999999999999,17.457603123722091,-388.63600000000002
2149,11,60,20,0.36666666666666664,21.510188266887482,-349.80000000000001
2149,11,60,21,0.43333333333333335,25.679288619456855,-233.30199999999999
2149,11,60,22,0.5,29.999999999999996,-160.52199999999999
2149,11,60,23,0.56666666666666665,34.518107841061259,-96.936000000000007
2149,11,60,24,0.6333333333333333,39.296480239187503,-15.099
2149,11,60,25,0.69999999999999996,44.427004000805702,29.018999999999998
2149,11,60,26,0.76666666666666672,50.055494810185124,30.422000000000001
2149,11,60,27,0.83333333333333337,56.442690238079287,17.178999999999998
2149,11,60,28,0.90000000000000002,64.158067236832878,6.2359999999999998
2149,11,60,29,0.96666666666666667,75.164888418024262,-10.156000000000001
2149,12,65,0,-0.96666666666666667,-75.164888418024262,-23.603999999999999
2149,12,65,1,-0.90000000000000002,-64.158067236832878,-5.0199999999999996
2149,12,65,2,-0.83333333333333337,-56.442690238079287,15.247
2149,12,65,3,-0.76666666666666672,-50.055494810185124,-12.874000000000001
2149,12,65,4,-0.69999999999999996,-44.427004000805702,-99.299000000000007
2149,12,65,5,-0.6333333333333333,-39.296480239187503,-175.364
2149,12,65,6,-0.56666666666666665,-34.518107841061259,-284.25
2149,12,65,7,-0.5,-29.999999999999996,-512.48099999999999
2149,12,65,8,-0.43333333333333335,-25.679288619456855,-550.774
2149,12,65,9,-0.36666666666666664,-21.510188266887482,-295.15100000000001
2149,12,65,10,-0.29999999999999999,-17.457603123722091,121.197
2149,12,65,11,-0.23333333333333334,-13.49339882155169,236.50899999999999
2149,12,65,12,-0.16666666666666666,-9.5940682268604611,162.905
2149,12,65,13,-0.10000000000000001,-5.7391704772667866,104.18899999999999
2149,12,65,14,-0.033333333333333333,-1.9102131717099304,49.414999999999999
2149,12,65,15,0.033333333333333333,1.9102131717099304,-49.835999999999999
2149,12,65,16,0.10000000000000001,5.7391704772667866,-128.96799999999999
2149,12,65,17,0.16666666666666666,9.5940682268604611,-229.50299999999999
2149,12,65,18,0.23333333333333334,13.49339882155169,-415.166
2149,12,65,19,0.29999999999999999,17.457603123722091,-492.50900000000001
2149,12,65,20,0.36666666666666664,21.510188266887482,-417.291
2149,12,65,21,0.43333333333333335,25.679288619456855,-218.851
2149,12,65,22,0.5,29.999999999999996,-108.28100000000001
2149,12,65,23,0.56666666666666665,34.518107841061259,-54.329999999999998
2149,12,65,24,0.6333333333333333,39.296480239187503,-2.4420000000000002
2149,12,65,25,0.69999999999999996,44.427004000805702,29.934000000000001
2149,12,65,26,0.76666666666666672,50.055494810185124,23.960999999999999
2149,12,65,27,0.83333333333333337,56.442690238079287,4.5860000000000003
2149,12,65,28,0.90000000000000002,64.158067236832878,-8.0449999999999999
2149,12,65,29,0.96666666666666667,75.164888418024262,-21.5
2149,13,70,0,-0.96666666666666667,-75.164888418024262,-26.247
2149,13,70,1,-0.90000000000000002,-64.158067236832878,-6.234
2149,13,70,2,-0.83333333333333337,-56.442690238079287,13.092000000000001
2149,13,70,3,-0.76666666666666672,-50.055494810185124,8.3499999999999996
2149,13,70,4,-0.69999999999999996,-44.427004000805702,-14.403
2149,13,70,5,-0.6333333333333333,-39.296480239187503,-54.866
2149,13,70,6,-0.56666666666666665,-34.518107841061259,-147.92599999999999
2149,13,70,7,-0.5,-29.999999999999996,-314.18299999999999
2149,13,70,8,-0.43333333333333335,-25.679288619456855,-365.18099999999998
